Filename,Step,Prompt,Model,Width,Height,clip
image_512x512_step1_prompt23.png,1,A dystopian cityscape with abandoned skyscrapers and overgrown vegetation,sdxl-turbo,512,512,28.425710678100586
image_512x512_step1_prompt24.png,1,"A vibrant coral reef teeming with colorful fish and glowing sea life, photorealistic",sdxl-turbo,512,512,32.31666564941406
image_512x512_step1_prompt25.png,1,"A lone samurai standing on a hill under a blood-red sunset, atmospheric",sdxl-turbo,512,512,35.772396087646484
image_512x512_step1_prompt26.png,1,"A cozy treehouse hidden deep in a lush, green forest, detailed and warm",sdxl-turbo,512,512,32.563743591308594
image_512x512_step1_prompt27.png,1,A futuristic hover train speeding through a neon-lit urban landscape,sdxl-turbo,512,512,27.2354679107666
image_512x512_step1_prompt28.png,1,"A knight in shining armor standing in a moonlit forest, magical atmosphere",sdxl-turbo,512,512,34.96476745605469
image_512x512_step1_prompt29.png,1,"A massive spaceship hovering over a futuristic alien city, in 8k resolution",sdxl-turbo,512,512,26.79766845703125
image_512x512_step1_prompt30.png,1,A hidden elven village surrounded by giant trees and glowing lanterns,sdxl-turbo,512,512,26.03826141357422
image_512x512_step1_prompt31.png,1,A Viking longship sailing through icy waters with snow-capped mountains in the background,sdxl-turbo,512,512,32.489295959472656
image_512x512_step1_prompt32.png,1,A magical desert night with a star-filled sky and ancient ruins partially buried in sand,sdxl-turbo,512,512,28.00452995300293
image_512x512_step1_prompt33.png,1,"A time traveler standing in front of a glowing portal, surrounded by gears and energy",sdxl-turbo,512,512,33.223411560058594
image_512x512_step1_prompt34.png,1,"An enchanted book emitting light as it hovers above an ancient altar, mystical",sdxl-turbo,512,512,30.187480926513672
image_512x512_step1_prompt35.png,1,"A futuristic battle scene with robotic warriors and flying drones, cinematic style",sdxl-turbo,512,512,28.435136795043945
image_512x512_step1_prompt36.png,1,"A pirate ship battling a sea monster under stormy skies, epic and dramatic",sdxl-turbo,512,512,31.998498916625977
image_512x512_step1_prompt37.png,1,A snowy village illuminated by lanterns during a festive winter night,sdxl-turbo,512,512,36.4284553527832
image_512x512_step1_prompt38.png,1,An ancient desert temple with towering statues and mysterious carvings,sdxl-turbo,512,512,22.480823516845703
image_512x512_step1_prompt39.png,1,"A beautiful elf archer in a moonlit forest aiming her glowing bow, ultra-detailed",sdxl-turbo,512,512,30.949466705322266
image_512x512_step1_prompt40.png,1,A dark sorcerer summoning a dragon in a ruined castle under a stormy sky,sdxl-turbo,512,512,26.01896095275879
image_512x512_step1_prompt41.png,1,A bustling cyberpunk marketplace with androids and glowing holographic displays,sdxl-turbo,512,512,32.98420715332031
image_512x512_step1_prompt42.png,1,"An alien spacecraft hovering above a quiet rural farm at night, mysterious",sdxl-turbo,512,512,31.268598556518555
image_512x512_step1_prompt43.png,1,A lush jungle filled with bioluminescent plants and ancient ruins,sdxl-turbo,512,512,29.584714889526367
image_512x512_step1_prompt44.png,1,A medieval castle on a cliffside overlooking a vast ocean at sunrise,sdxl-turbo,512,512,27.700939178466797
image_512x512_step1_prompt45.png,1,A glowing phoenix rising from ashes in a fiery and dramatic scene,sdxl-turbo,512,512,30.036327362060547
image_512x512_step1_prompt46.png,1,A high-tech laboratory with scientists working on advanced robotic prototypes,sdxl-turbo,512,512,25.833162307739258
image_512x512_step1_prompt47.png,1,An astronaut exploring a colorful alien landscape filled with strange rock formations,sdxl-turbo,512,512,31.616809844970703
image_512x512_step1_prompt48.png,1,"A serene monastery perched atop a mountain, surrounded by clouds",sdxl-turbo,512,512,18.161996841430664
image_512x512_step1_prompt49.png,1,A mystical cave with glowing crystals and a hidden underground lake,sdxl-turbo,512,512,29.243680953979492
image_512x512_step1_prompt50.png,1,A futuristic underwater research station surrounded by exotic marine life and glowing lights,sdxl-turbo,512,512,27.4306583404541
image_512x512_step2_prompt1.png,2,"A sunset over a futuristic city with flying cars, in 8k resolution",sdxl-turbo,512,512,30.77556037902832
image_512x512_step2_prompt2.png,2,"A peaceful forest with a small waterfall and vibrant wildlife, photorealistic",sdxl-turbo,512,512,30.149181365966797
image_512x512_step2_prompt3.png,2,"A cyberpunk city street with neon lights and rain-soaked pavement, 8k",sdxl-turbo,512,512,34.61903762817383
image_512x512_step2_prompt4.png,2,An astronaut floating in deep space with the Earth visible in the background,sdxl-turbo,512,512,32.83723068237305
image_512x512_step2_prompt5.png,2,"A majestic dragon soaring above snowy mountains, high detail",sdxl-turbo,512,512,34.54292297363281
image_512x512_step2_prompt6.png,2,"A serene lakeside cabin in the woods at sunrise, photorealistic",sdxl-turbo,512,512,31.729618072509766
image_512x512_step2_prompt7.png,2,A bustling medieval marketplace filled with merchants and townsfolk,sdxl-turbo,512,512,30.496376037597656
image_512x512_step2_prompt8.png,2,A steampunk-inspired airship flying through a cloudy sky,sdxl-turbo,512,512,31.013389587402344
image_512x512_step2_prompt9.png,2,A mystical underwater city with glowing plants and sea creatures,sdxl-turbo,512,512,28.123153686523438
image_512x512_step2_prompt10.png,2,"A beautiful fairy sitting on a mushroom in a magical forest, ultra detailed",sdxl-turbo,512,512,32.37252426147461
image_512x512_step2_prompt11.png,2,A futuristic robotic soldier in a post-apocalyptic wasteland,sdxl-turbo,512,512,31.09809112548828
image_512x512_step2_prompt12.png,2,"An ancient temple hidden in a dense jungle, mysterious and atmospheric",sdxl-turbo,512,512,33.89638137817383
image_512x512_step2_prompt13.png,2,A vibrant carnival scene at night with colorful lights and rides,sdxl-turbo,512,512,32.2161750793457
image_512x512_step2_prompt14.png,2,A vast desert landscape with towering sand dunes and a lone traveler,sdxl-turbo,512,512,33.4772834777832
image_512x512_step2_prompt15.png,2,"A bustling futuristic cityscape with skyscrapers and flying vehicles, in 8k",sdxl-turbo,512,512,24.505041122436523
image_512x512_step2_prompt16.png,2,"A tranquil Zen garden with stone paths, cherry blossoms, and a pond",sdxl-turbo,512,512,29.520116806030273
image_512x512_step2_prompt17.png,2,A magical winter wonderland with snow-covered trees and glowing lights,sdxl-turbo,512,512,32.0384635925293
image_512x512_step2_prompt18.png,2,A futuristic spaceship interior with advanced technology and glowing screens,sdxl-turbo,512,512,29.97720718383789
image_512x512_step2_prompt19.png,2,A vibrant alien planet with strange plants and two suns in the sky,sdxl-turbo,512,512,29.928966522216797
image_512x512_step2_prompt20.png,2,A rustic old library filled with ancient books and a cozy fireplace,sdxl-turbo,512,512,30.72231101989746
image_512x512_step2_prompt21.png,2,"A golden palace floating in the clouds with waterfalls cascading down, highly detailed",sdxl-turbo,512,512,32.97254180908203
image_512x512_step2_prompt22.png,2,"An ancient wizard casting a spell in a dark, mystical cave, glowing effects",sdxl-turbo,512,512,33.71421813964844
image_512x512_step2_prompt23.png,2,A dystopian cityscape with abandoned skyscrapers and overgrown vegetation,sdxl-turbo,512,512,30.267744064331055
image_512x512_step2_prompt24.png,2,"A vibrant coral reef teeming with colorful fish and glowing sea life, photorealistic",sdxl-turbo,512,512,33.433109283447266
image_512x512_step2_prompt25.png,2,"A lone samurai standing on a hill under a blood-red sunset, atmospheric",sdxl-turbo,512,512,36.232826232910156
image_512x512_step2_prompt26.png,2,"A cozy treehouse hidden deep in a lush, green forest, detailed and warm",sdxl-turbo,512,512,31.447132110595703
image_512x512_step2_prompt27.png,2,A futuristic hover train speeding through a neon-lit urban landscape,sdxl-turbo,512,512,29.46715545654297
image_512x512_step2_prompt28.png,2,"A knight in shining armor standing in a moonlit forest, magical atmosphere",sdxl-turbo,512,512,34.88780975341797
image_512x512_step2_prompt29.png,2,"A massive spaceship hovering over a futuristic alien city, in 8k resolution",sdxl-turbo,512,512,28.80128288269043
image_512x512_step2_prompt30.png,2,A hidden elven village surrounded by giant trees and glowing lanterns,sdxl-turbo,512,512,33.09408187866211
image_512x512_step2_prompt31.png,2,A Viking longship sailing through icy waters with snow-capped mountains in the background,sdxl-turbo,512,512,29.922454833984375
image_512x512_step2_prompt32.png,2,A magical desert night with a star-filled sky and ancient ruins partially buried in sand,sdxl-turbo,512,512,29.699005126953125
image_512x512_step2_prompt33.png,2,"A time traveler standing in front of a glowing portal, surrounded by gears and energy",sdxl-turbo,512,512,35.96910095214844
image_512x512_step2_prompt34.png,2,"An enchanted book emitting light as it hovers above an ancient altar, mystical",sdxl-turbo,512,512,31.011077880859375
image_512x512_step2_prompt35.png,2,"A futuristic battle scene with robotic warriors and flying drones, cinematic style",sdxl-turbo,512,512,32.1539421081543
image_512x512_step2_prompt36.png,2,"A pirate ship battling a sea monster under stormy skies, epic and dramatic",sdxl-turbo,512,512,32.356231689453125
image_512x512_step2_prompt37.png,2,A snowy village illuminated by lanterns during a festive winter night,sdxl-turbo,512,512,21.733253479003906
image_512x512_step2_prompt38.png,2,An ancient desert temple with towering statues and mysterious carvings,sdxl-turbo,512,512,30.429750442504883
image_512x512_step2_prompt39.png,2,"A beautiful elf archer in a moonlit forest aiming her glowing bow, ultra-detailed",sdxl-turbo,512,512,33.468509674072266
image_512x512_step2_prompt40.png,2,A dark sorcerer summoning a dragon in a ruined castle under a stormy sky,sdxl-turbo,512,512,31.80204963684082
image_512x512_step2_prompt41.png,2,A bustling cyberpunk marketplace with androids and glowing holographic displays,sdxl-turbo,512,512,34.657814025878906
image_512x512_step2_prompt42.png,2,"An alien spacecraft hovering above a quiet rural farm at night, mysterious",sdxl-turbo,512,512,33.88178634643555
image_512x512_step2_prompt43.png,2,A lush jungle filled with bioluminescent plants and ancient ruins,sdxl-turbo,512,512,29.564943313598633
image_512x512_step2_prompt44.png,2,A medieval castle on a cliffside overlooking a vast ocean at sunrise,sdxl-turbo,512,512,32.98373794555664
image_512x512_step2_prompt45.png,2,A glowing phoenix rising from ashes in a fiery and dramatic scene,sdxl-turbo,512,512,31.947771072387695
image_512x512_step2_prompt46.png,2,A high-tech laboratory with scientists working on advanced robotic prototypes,sdxl-turbo,512,512,27.99225616455078
image_512x512_step2_prompt47.png,2,An astronaut exploring a colorful alien landscape filled with strange rock formations,sdxl-turbo,512,512,31.686674118041992
image_512x512_step2_prompt48.png,2,"A serene monastery perched atop a mountain, surrounded by clouds",sdxl-turbo,512,512,23.07684326171875
image_512x512_step2_prompt49.png,2,A mystical cave with glowing crystals and a hidden underground lake,sdxl-turbo,512,512,33.4015998840332
image_512x512_step2_prompt50.png,2,A futuristic underwater research station surrounded by exotic marine life and glowing lights,sdxl-turbo,512,512,25.40863609313965
image_512x512_step3_prompt1.png,3,"A sunset over a futuristic city with flying cars, in 8k resolution",sdxl-turbo,512,512,29.13191795349121
image_512x512_step3_prompt2.png,3,"A peaceful forest with a small waterfall and vibrant wildlife, photorealistic",sdxl-turbo,512,512,30.20600700378418
image_512x512_step3_prompt3.png,3,"A cyberpunk city street with neon lights and rain-soaked pavement, 8k",sdxl-turbo,512,512,34.858604431152344
image_512x512_step3_prompt4.png,3,An astronaut floating in deep space with the Earth visible in the background,sdxl-turbo,512,512,33.338348388671875
image_512x512_step3_prompt5.png,3,"A majestic dragon soaring above snowy mountains, high detail",sdxl-turbo,512,512,30.170400619506836
image_512x512_step3_prompt6.png,3,"A serene lakeside cabin in the woods at sunrise, photorealistic",sdxl-turbo,512,512,33.16397476196289
image_512x512_step3_prompt7.png,3,A bustling medieval marketplace filled with merchants and townsfolk,sdxl-turbo,512,512,33.159820556640625
image_512x512_step3_prompt8.png,3,A steampunk-inspired airship flying through a cloudy sky,sdxl-turbo,512,512,33.1638298034668
image_512x512_step3_prompt9.png,3,A mystical underwater city with glowing plants and sea creatures,sdxl-turbo,512,512,26.21650505065918
image_512x512_step3_prompt10.png,3,"A beautiful fairy sitting on a mushroom in a magical forest, ultra detailed",sdxl-turbo,512,512,33.07365036010742
image_512x512_step3_prompt11.png,3,A futuristic robotic soldier in a post-apocalyptic wasteland,sdxl-turbo,512,512,30.806406021118164
image_512x512_step3_prompt12.png,3,"An ancient temple hidden in a dense jungle, mysterious and atmospheric",sdxl-turbo,512,512,31.420385360717773
image_512x512_step3_prompt13.png,3,A vibrant carnival scene at night with colorful lights and rides,sdxl-turbo,512,512,32.647342681884766
image_512x512_step3_prompt14.png,3,A vast desert landscape with towering sand dunes and a lone traveler,sdxl-turbo,512,512,24.777647018432617
image_512x512_step3_prompt15.png,3,"A bustling futuristic cityscape with skyscrapers and flying vehicles, in 8k",sdxl-turbo,512,512,28.114337921142578
image_512x512_step3_prompt16.png,3,"A tranquil Zen garden with stone paths, cherry blossoms, and a pond",sdxl-turbo,512,512,26.62901496887207
image_512x512_step3_prompt17.png,3,A magical winter wonderland with snow-covered trees and glowing lights,sdxl-turbo,512,512,30.910804748535156
image_512x512_step3_prompt18.png,3,A futuristic spaceship interior with advanced technology and glowing screens,sdxl-turbo,512,512,30.428972244262695
image_512x512_step3_prompt19.png,3,A vibrant alien planet with strange plants and two suns in the sky,sdxl-turbo,512,512,30.373605728149414
image_512x512_step3_prompt20.png,3,A rustic old library filled with ancient books and a cozy fireplace,sdxl-turbo,512,512,26.055370330810547
image_512x512_step3_prompt21.png,3,"A golden palace floating in the clouds with waterfalls cascading down, highly detailed",sdxl-turbo,512,512,34.90516662597656
image_512x512_step3_prompt22.png,3,"An ancient wizard casting a spell in a dark, mystical cave, glowing effects",sdxl-turbo,512,512,33.00636672973633
image_512x512_step3_prompt23.png,3,A dystopian cityscape with abandoned skyscrapers and overgrown vegetation,sdxl-turbo,512,512,30.58080291748047
image_512x512_step3_prompt24.png,3,"A vibrant coral reef teeming with colorful fish and glowing sea life, photorealistic",sdxl-turbo,512,512,33.33430480957031
image_512x512_step3_prompt25.png,3,"A lone samurai standing on a hill under a blood-red sunset, atmospheric",sdxl-turbo,512,512,31.605836868286133
image_512x512_step3_prompt26.png,3,"A cozy treehouse hidden deep in a lush, green forest, detailed and warm",sdxl-turbo,512,512,26.92462730407715
image_512x512_step3_prompt27.png,3,A futuristic hover train speeding through a neon-lit urban landscape,sdxl-turbo,512,512,32.84659194946289
image_512x512_step3_prompt28.png,3,"A knight in shining armor standing in a moonlit forest, magical atmosphere",sdxl-turbo,512,512,34.08233642578125
image_512x512_step3_prompt29.png,3,"A massive spaceship hovering over a futuristic alien city, in 8k resolution",sdxl-turbo,512,512,30.687942504882812
image_512x512_step3_prompt30.png,3,A hidden elven village surrounded by giant trees and glowing lanterns,sdxl-turbo,512,512,29.393604278564453
image_512x512_step3_prompt31.png,3,A Viking longship sailing through icy waters with snow-capped mountains in the background,sdxl-turbo,512,512,29.352554321289062
image_512x512_step3_prompt32.png,3,A magical desert night with a star-filled sky and ancient ruins partially buried in sand,sdxl-turbo,512,512,36.18337631225586
image_512x512_step3_prompt33.png,3,"A time traveler standing in front of a glowing portal, surrounded by gears and energy",sdxl-turbo,512,512,34.945823669433594
image_512x512_step3_prompt34.png,3,"An enchanted book emitting light as it hovers above an ancient altar, mystical",sdxl-turbo,512,512,31.06998062133789
image_512x512_step3_prompt35.png,3,"A futuristic battle scene with robotic warriors and flying drones, cinematic style",sdxl-turbo,512,512,31.993690490722656
image_512x512_step3_prompt36.png,3,"A pirate ship battling a sea monster under stormy skies, epic and dramatic",sdxl-turbo,512,512,33.858070373535156
image_512x512_step3_prompt37.png,3,A snowy village illuminated by lanterns during a festive winter night,sdxl-turbo,512,512,37.14618682861328
image_512x512_step3_prompt38.png,3,An ancient desert temple with towering statues and mysterious carvings,sdxl-turbo,512,512,30.196382522583008
image_512x512_step3_prompt39.png,3,"A beautiful elf archer in a moonlit forest aiming her glowing bow, ultra-detailed",sdxl-turbo,512,512,33.20027160644531
image_512x512_step3_prompt40.png,3,A dark sorcerer summoning a dragon in a ruined castle under a stormy sky,sdxl-turbo,512,512,25.211145401000977
image_512x512_step3_prompt41.png,3,A bustling cyberpunk marketplace with androids and glowing holographic displays,sdxl-turbo,512,512,34.55949020385742
image_512x512_step3_prompt42.png,3,"An alien spacecraft hovering above a quiet rural farm at night, mysterious",sdxl-turbo,512,512,33.527339935302734
image_512x512_step3_prompt43.png,3,A lush jungle filled with bioluminescent plants and ancient ruins,sdxl-turbo,512,512,25.3372745513916
image_512x512_step3_prompt44.png,3,A medieval castle on a cliffside overlooking a vast ocean at sunrise,sdxl-turbo,512,512,27.727890014648438
image_512x512_step3_prompt45.png,3,A glowing phoenix rising from ashes in a fiery and dramatic scene,sdxl-turbo,512,512,32.1857795715332
image_512x512_step3_prompt46.png,3,A high-tech laboratory with scientists working on advanced robotic prototypes,sdxl-turbo,512,512,26.806419372558594
image_512x512_step3_prompt47.png,3,An astronaut exploring a colorful alien landscape filled with strange rock formations,sdxl-turbo,512,512,35.0900993347168
image_512x512_step3_prompt48.png,3,"A serene monastery perched atop a mountain, surrounded by clouds",sdxl-turbo,512,512,28.600692749023438
image_512x512_step3_prompt49.png,3,A mystical cave with glowing crystals and a hidden underground lake,sdxl-turbo,512,512,34.17189407348633
image_512x512_step3_prompt50.png,3,A futuristic underwater research station surrounded by exotic marine life and glowing lights,sdxl-turbo,512,512,24.648773193359375
image_512x512_step4_prompt1.png,4,"A sunset over a futuristic city with flying cars, in 8k resolution",sdxl-turbo,512,512,33.083168029785156
image_512x512_step4_prompt2.png,4,"A peaceful forest with a small waterfall and vibrant wildlife, photorealistic",sdxl-turbo,512,512,28.832590103149414
image_512x512_step4_prompt3.png,4,"A cyberpunk city street with neon lights and rain-soaked pavement, 8k",sdxl-turbo,512,512,32.5728759765625
image_512x512_step4_prompt4.png,4,An astronaut floating in deep space with the Earth visible in the background,sdxl-turbo,512,512,32.940425872802734
image_512x512_step4_prompt5.png,4,"A majestic dragon soaring above snowy mountains, high detail",sdxl-turbo,512,512,33.182186126708984
image_512x512_step4_prompt6.png,4,"A serene lakeside cabin in the woods at sunrise, photorealistic",sdxl-turbo,512,512,35.84458541870117
image_512x512_step4_prompt7.png,4,A bustling medieval marketplace filled with merchants and townsfolk,sdxl-turbo,512,512,30.26105308532715
image_512x512_step4_prompt8.png,4,A steampunk-inspired airship flying through a cloudy sky,sdxl-turbo,512,512,31.533077239990234
image_512x512_step4_prompt9.png,4,A mystical underwater city with glowing plants and sea creatures,sdxl-turbo,512,512,27.30812644958496
image_512x512_step4_prompt10.png,4,"A beautiful fairy sitting on a mushroom in a magical forest, ultra detailed",sdxl-turbo,512,512,35.516361236572266
image_512x512_step4_prompt11.png,4,A futuristic robotic soldier in a post-apocalyptic wasteland,sdxl-turbo,512,512,29.204490661621094
image_512x512_step4_prompt12.png,4,"An ancient temple hidden in a dense jungle, mysterious and atmospheric",sdxl-turbo,512,512,32.54589080810547
image_512x512_step4_prompt13.png,4,A vibrant carnival scene at night with colorful lights and rides,sdxl-turbo,512,512,30.237558364868164
image_512x512_step4_prompt14.png,4,A vast desert landscape with towering sand dunes and a lone traveler,sdxl-turbo,512,512,27.56649398803711
image_512x512_step4_prompt15.png,4,"A bustling futuristic cityscape with skyscrapers and flying vehicles, in 8k",sdxl-turbo,512,512,29.93796157836914
image_512x512_step4_prompt16.png,4,"A tranquil Zen garden with stone paths, cherry blossoms, and a pond",sdxl-turbo,512,512,32.07231903076172
image_512x512_step4_prompt17.png,4,A magical winter wonderland with snow-covered trees and glowing lights,sdxl-turbo,512,512,29.85832405090332
image_512x512_step4_prompt18.png,4,A futuristic spaceship interior with advanced technology and glowing screens,sdxl-turbo,512,512,30.54567527770996
image_512x512_step4_prompt19.png,4,A vibrant alien planet with strange plants and two suns in the sky,sdxl-turbo,512,512,31.821109771728516
image_512x512_step4_prompt20.png,4,A rustic old library filled with ancient books and a cozy fireplace,sdxl-turbo,512,512,31.539979934692383
image_512x512_step4_prompt21.png,4,"A golden palace floating in the clouds with waterfalls cascading down, highly detailed",sdxl-turbo,512,512,32.621307373046875
image_512x512_step4_prompt22.png,4,"An ancient wizard casting a spell in a dark, mystical cave, glowing effects",sdxl-turbo,512,512,31.7606258392334
image_512x512_step4_prompt23.png,4,A dystopian cityscape with abandoned skyscrapers and overgrown vegetation,sdxl-turbo,512,512,29.852705001831055
image_512x512_step4_prompt24.png,4,"A vibrant coral reef teeming with colorful fish and glowing sea life, photorealistic",sdxl-turbo,512,512,36.02524185180664
image_512x512_step4_prompt25.png,4,"A lone samurai standing on a hill under a blood-red sunset, atmospheric",sdxl-turbo,512,512,34.5751838684082
image_512x512_step4_prompt26.png,4,"A cozy treehouse hidden deep in a lush, green forest, detailed and warm",sdxl-turbo,512,512,31.23311424255371
image_512x512_step4_prompt27.png,4,A futuristic hover train speeding through a neon-lit urban landscape,sdxl-turbo,512,512,29.97124481201172
image_512x512_step4_prompt28.png,4,"A knight in shining armor standing in a moonlit forest, magical atmosphere",sdxl-turbo,512,512,35.2836799621582
image_512x512_step4_prompt29.png,4,"A massive spaceship hovering over a futuristic alien city, in 8k resolution",sdxl-turbo,512,512,30.565807342529297
image_512x512_step4_prompt30.png,4,A hidden elven village surrounded by giant trees and glowing lanterns,sdxl-turbo,512,512,32.01554870605469
image_512x512_step4_prompt31.png,4,A Viking longship sailing through icy waters with snow-capped mountains in the background,sdxl-turbo,512,512,29.930639266967773
image_512x512_step4_prompt32.png,4,A magical desert night with a star-filled sky and ancient ruins partially buried in sand,sdxl-turbo,512,512,33.76734924316406
image_512x512_step4_prompt33.png,4,"A time traveler standing in front of a glowing portal, surrounded by gears and energy",sdxl-turbo,512,512,34.94697189331055
image_512x512_step4_prompt34.png,4,"An enchanted book emitting light as it hovers above an ancient altar, mystical",sdxl-turbo,512,512,30.699703216552734
image_512x512_step4_prompt35.png,4,"A futuristic battle scene with robotic warriors and flying drones, cinematic style",sdxl-turbo,512,512,30.721649169921875
image_512x512_step4_prompt36.png,4,"A pirate ship battling a sea monster under stormy skies, epic and dramatic",sdxl-turbo,512,512,32.38740921020508
image_512x512_step4_prompt37.png,4,A snowy village illuminated by lanterns during a festive winter night,sdxl-turbo,512,512,31.09540557861328
image_512x512_step4_prompt38.png,4,An ancient desert temple with towering statues and mysterious carvings,sdxl-turbo,512,512,28.39702606201172
image_512x512_step4_prompt39.png,4,"A beautiful elf archer in a moonlit forest aiming her glowing bow, ultra-detailed",sdxl-turbo,512,512,33.627159118652344
image_512x512_step4_prompt40.png,4,A dark sorcerer summoning a dragon in a ruined castle under a stormy sky,sdxl-turbo,512,512,31.760021209716797
image_512x512_step4_prompt41.png,4,A bustling cyberpunk marketplace with androids and glowing holographic displays,sdxl-turbo,512,512,34.149131774902344
image_512x512_step4_prompt42.png,4,"An alien spacecraft hovering above a quiet rural farm at night, mysterious",sdxl-turbo,512,512,31.503578186035156
image_512x512_step4_prompt43.png,4,A lush jungle filled with bioluminescent plants and ancient ruins,sdxl-turbo,512,512,26.023229598999023
image_512x512_step4_prompt44.png,4,A medieval castle on a cliffside overlooking a vast ocean at sunrise,sdxl-turbo,512,512,33.50773620605469
image_512x512_step4_prompt45.png,4,A glowing phoenix rising from ashes in a fiery and dramatic scene,sdxl-turbo,512,512,32.86711883544922
image_512x512_step4_prompt46.png,4,A high-tech laboratory with scientists working on advanced robotic prototypes,sdxl-turbo,512,512,28.3207950592041
image_512x512_step4_prompt47.png,4,An astronaut exploring a colorful alien landscape filled with strange rock formations,sdxl-turbo,512,512,38.2192268371582
image_512x512_step4_prompt48.png,4,"A serene monastery perched atop a mountain, surrounded by clouds",sdxl-turbo,512,512,17.44926643371582
image_512x512_step4_prompt49.png,4,A mystical cave with glowing crystals and a hidden underground lake,sdxl-turbo,512,512,31.389257431030273
image_512x512_step4_prompt50.png,4,A futuristic underwater research station surrounded by exotic marine life and glowing lights,sdxl-turbo,512,512,30.656482696533203
image_512x512_step5_prompt1.png,5,"A sunset over a futuristic city with flying cars, in 8k resolution",sdxl-turbo,512,512,32.63658142089844
image_512x512_step5_prompt2.png,5,"A peaceful forest with a small waterfall and vibrant wildlife, photorealistic",sdxl-turbo,512,512,31.09846305847168
image_512x512_step5_prompt3.png,5,"A cyberpunk city street with neon lights and rain-soaked pavement, 8k",sdxl-turbo,512,512,33.30999755859375
image_512x512_step5_prompt4.png,5,An astronaut floating in deep space with the Earth visible in the background,sdxl-turbo,512,512,32.68644332885742
image_512x512_step5_prompt5.png,5,"A majestic dragon soaring above snowy mountains, high detail",sdxl-turbo,512,512,33.37554931640625
image_512x512_step5_prompt6.png,5,"A serene lakeside cabin in the woods at sunrise, photorealistic",sdxl-turbo,512,512,34.42464065551758
image_512x512_step5_prompt7.png,5,A bustling medieval marketplace filled with merchants and townsfolk,sdxl-turbo,512,512,31.566457748413086
image_512x512_step5_prompt8.png,5,A steampunk-inspired airship flying through a cloudy sky,sdxl-turbo,512,512,28.00521469116211
image_512x512_step5_prompt9.png,5,A mystical underwater city with glowing plants and sea creatures,sdxl-turbo,512,512,29.35799789428711
image_512x512_step5_prompt10.png,5,"A beautiful fairy sitting on a mushroom in a magical forest, ultra detailed",sdxl-turbo,512,512,35.47255325317383
image_512x512_step5_prompt11.png,5,A futuristic robotic soldier in a post-apocalyptic wasteland,sdxl-turbo,512,512,30.3045654296875
